STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
AEM00041217,1995-10-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"3,S",28.0,"3,S",28.0,"3,S",19951030.0,",4,S",,,19951022.0,",3,S",17.5,"4,S,30,",,,39.6,"3,S,22,",,,,,,,2.936,"6,S",3.636,"3,,,S",2.2359999999999998,"4,,,S"
AEM00041217,1995-11-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"3,S",27.0,"3,S",8.0,"3,S",19951128.0,",4,S",,,19951117.0,",3,S",13.8,"4,S,28,",,,34.3,"3,S,17,",,,,,,,2.408,"7,S",3.066,"3,,,S",1.7510000000000001,"4,,,S"
AEM00041217,1996-04-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"3,S",27.0,"3,S",18.0,"3,S",19960408.0,",5,S",,,19960423.0,",3,S",14.4,"5,S,08,",,,41.4,"3,S,23,",,,,,,,2.7079999999999997,"7,S",3.4479999999999995,"3,,,S",1.969,"5,,,S"
AEM00041217,1996-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"3,S",27.0,"3,S",27.0,"3,S",19960917.0,",4,S",,,19960929.0,",3,S",25.2,"4,S,17,",,,42.6,"3,S,29,",,,,,,,3.317,"6,S",3.936,"3,,,S",2.697,"4,,,S"
AEM00041217,1996-12-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",27.0,"4,S",0.0,"4,S",19961205.0,",4,S",,,19961222.0,",4,S",9.7,"4,S,05,",,,29.1,"4,S,22,",,,,,,,1.9170000000000003,"8,S",2.605,"4,,,S",1.2289999999999999,"4,,,S"
AEM00041217,1997-06-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,0.0,"4,S",0.0,"4,S",0.0,"4,S",0.0,"5,S",0.0,"5,S",0.0,"3,S",27.0,"3,S",27.0,"3,S",19970604.0,",5,S",19970630.0,"+,4,S",19970628.0,",3,S",20.5,"5,S,04,",0.0,"4,,S,30,+",45.9,"3,S,28,",,,,,0.0,"4,,,S",3.357,"7,S",4.090999999999999,"3,,,S",2.622,"5,,,S"
AEM00041217,1997-07-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",421.8,"5,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",0.0,"2,S",0.0,"2,S",0.0,"3,S",28.0,"3,S",28.0,"3,S",19970706.0,",2,S",19970731.0,"+,3,S",19970723.0,",3,S",24.5,"2,S,06,",0.0,"3,,S,31,+",45.3,"3,S,23,",0.0,S,0.0,"3,S",0.0,"3,,,S",3.45,"5,S",4.051,"3,,,S",2.8489999999999998,"2,,,S"
AEM00041217,1997-11-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",28.0,"2,S",10.0,"2,S",19971126.0,",5,S",,,19971104.0,",2,S",15.6,"5,S,26,",,,34.6,"2,S,04,",,,,,,,2.468,"7,S",3.004,"2,,,S",1.932,"5,,,S"
AEM00041217,1999-08-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"2,S",0.0,"2,S",0.0,"4,S",27.0,"4,S",27.0,"4,S",19990813.0,",2,S",,,19990814.0,",4,S",28.8,"2,S,13,",,,49.2,"4,S,14,",,,,,,,3.857,"6,S",4.611,"4,,,S",3.102,"2,,,S"
AEM00041217,1999-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",401.9,"5,S",,,,,,,0.0,"2,S",0.0,"2,S",0.0,"3,S",27.0,"3,S",27.0,"3,S",19990930.0,",2,S",,,19990904.0,",3,S",24.5,"2,S,30,",,,47.7,"3,S,04,",,,0.0,"3,S",,,3.4450000000000003,"5,S",4.115,"3,,,S",2.775,"2,,,S"
AEM00041217,2000-04-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",272.2,"5,S",,,,,,,0.0,"4,S",0.0,"4,S",0.0,"1,S",29.0,"1,S",27.0,"1,S",20000401.0,",4,S",,,20000423.0,",1,S",11.3,"4,S,01,",,,44.0,"1,S,23,",,,0.0,"1,S",,,2.9059999999999997,"5,S",3.768,"1,,,S",2.045,"4,,,S"
AEM00041217,2000-10-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",312.6,"5,S",,,,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",28.0,"3,S",28.0,"3,S",20001015.0,",3,S",,,20001002.0,",3,S",20.3,"3,S,15,",,,41.1,"3,S,02,",,,0.0,"3,S",,,3.033,"5,S",3.724,"3,,,S",2.341,"3,,,S"
AEM00041217,2001-02-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",31.3,"5,S",,,,,,,0.0,"3,S",0.0,"3,S",0.0,"2,S",26.0,"2,S",2.0,"2,S",20010204.0,",3,S",,,20010221.0,",2,S",7.0,"3,S,04,",,,34.1,"2,S,21,",,,9.9,"2,S",,,1.954,"5,S",2.576,"2,,,S",1.333,"3,,,S"
AEM00041217,2001-10-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"1,S",30.0,"1,S",30.0,"1,S",20011014.0,",5,S",,,20011011.0,",1,S",18.8,"5,S,14,",,,41.7,"1,S,11,",,,,,,,2.9859999999999998,"6,S",3.69,"1,,,S",2.282,"5,,,S"
AEM00041217,2001-11-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"5,S",25.0,"5,S",9.0,"5,S",20011127.0,",4,S",,,20011105.0,",5,S",14.9,"4,S,27,",,,35.7,"5,S,05,",,,,,,,2.449,"8,S",3.114,"5,,,S",1.7850000000000001,"4,,,S"
AEM00041217,2002-08-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"1,S",30.0,"1,S",30.0,"1,S",20020804.0,",5,S",,,20020803.0,",1,S",26.7,"5,S,04,",,,48.5,"1,S,03,",,,,,,,3.593,"6,S",4.245,"1,,,S",2.941,"5,,,S"
AEM00041217,2004-02-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"4,S",0.0,"4,S",0.0,"5,S",24.0,"5,S",3.0,"5,S",20040210.0,",4,S",,,20040223.0,",5,S",12.1,"4,S,10,",,,34.9,"5,S,23,",,,,,,,2.118,"7,S",2.738,"5,,,S",1.498,"4,,,S"
AEM00041217,2004-08-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",27.0,"4,S",27.0,"4,S",20040803.0,",5,S",,,20040822.0,",4,S",27.5,"5,S,03,",,,46.8,"4,S,22,",,,,,,,3.655,"6,S",4.26,"4,,,S",3.05,"5,,,S"
AEM00041217,2004-11-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",25.0,"5,S",16.0,"5,S",20041122.0,",5,S",,,20041123.0,",5,S",17.8,"5,S,22,",,,35.7,"5,S,23,",,,,,,,2.614,"0,S",3.257,"5,,,S",1.972,"5,,,S"
AEM00041217,2005-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",26.0,"4,S",26.0,"4,S",20050926.0,",5,S",,,20050913.0,",4,S",23.5,"5,S,26,",,,43.7,"4,S,13,",,,,,,,3.3280000000000003,"9,S",3.9560000000000004,"4,,,S",2.701,"5,,,S"
AEM00041217,2006-10-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",311.3,"5,S",,,,,,,0.0,"4,S",0.0,"4,S",0.0,"1,S",30.0,"1,S",30.0,"1,S",20061025.0,",4,S",,,20061015.0,",1,S",21.0,"4,S,25,",,,40.1,"1,S,15,",,,0.0,"1,S",,,3.043,"5,S",3.679,"1,,,S",2.407,"4,,,S"
AEM00041217,2006-11-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"3,S",0.0,"3,S",0.0,"5,S",25.0,"5,S",10.0,"5,S",20061122.0,",3,S",,,20061103.0,",5,S",15.3,"3,S,22,",,,37.2,"5,S,03,",,,,,,,2.556,"8,S",3.0940000000000003,"5,,,S",2.019,"3,,,S"
AEM00041217,2007-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",26.0,"4,S",26.0,"4,S",20070926.0,",5,S",,,20070903.0,",4,S",22.0,"5,S,26,",,,45.4,"4,S,03,",,,,,,,3.375,"7,S",4.085,"4,,,S",2.664,"5,,,S"
AEM00041217,2007-10-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",26.0,"5,S",26.0,"5,S",20071031.0,",5,S",,,20071001.0,",5,S",16.7,"5,S,31,",,,40.4,"5,S,01,",,,,,,,2.931,"8,S",3.6119999999999997,"5,,,S",2.25,"5,,,S"
AEM00041217,2008-05-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",29.0,"2,S",29.0,"2,S",20080523.0,",5,S",,,20080511.0,"+,2,S",22.2,"5,S,23,",,,44.5,"2,S,11,+",,,,,,,3.307,"7,S",4.059,"2,,,S",2.556,"5,,,S"
AEM00041217,2008-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"4,S",26.0,"4,S",26.0,"4,S",20080924.0,",5,S",,,20080908.0,",4,S",24.5,"5,S,24,",,,43.5,"4,S,08,",,,,,,,3.414,"8,S",4.014,"4,,,S",2.814,"5,,,S"
AEM00041217,2009-08-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",474.3,"5,S",,,,,,,0.0,"5,S",0.0,"5,S",0.0,"2,S",29.0,"2,S",29.0,"2,S",20090830.0,",5,S",,,20090807.0,",2,S",28.7,"5,S,30,",,,46.4,"2,S,07,",,,0.0,"2,S",,,3.658,"5,S",4.2829999999999995,"2,,,S",3.033,"5,,,S"
AEM00041217,2009-09-01,24.433,54.651,26.8,"ABU DHABI INTERNATIONAL, AE",,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",25.0,"5,S",25.0,"5,S",20090930.0,",5,S",,,20090908.0,",5,S",25.3,"5,S,30,",,,46.0,"5,S,08,",,,,,,,3.378,"9,S",3.9219999999999997,"5,,,S",2.834,"5,,,S"
